Year,Series,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Units,GeoCode,Value
2015,EU_COV_RESI,,,,PD,,,Arrasate/Mondragón,PLAZA,Arrasate/Mondragón,0.9
2019,EU_COV_RESI,,,,PD,,,Arrasate/Mondragón,PLAZA,Arrasate/Mondragón,3.2
2014,EU_COV_RESI,,,,PD,,,Arrasate/Mondragón,PLAZA,Arrasate/Mondragón,0.9
2018,EU_COV_RESI,,,,PD,,,Arrasate/Mondragón,PLAZA,Arrasate/Mondragón,3.0
2017,EU_COV_RESI,,,,PD,,,Arrasate/Mondragón,PLAZA,Arrasate/Mondragón,1.4
2013,EU_COV_RESI,,,,PD,,,Arrasate/Mondragón,PLAZA,Arrasate/Mondragón,0.9
2015,EU_COV_RESI,,,,PD,,,Arratzu,PLAZA,Arratzu,0.0
2013,EU_COV_RESI,,,,PD,,,Arratzu,PLAZA,Arratzu,0.0
2011,EU_COV_RESI,,,,PD,,,Arratzu,PLAZA,Arratzu,0.0
2014,EU_COV_RESI,,,,PD,,,Arratzu,PLAZA,Arratzu,0.0
2016,EU_COV_RESI,,,,PD,,,Arratzu,PLAZA,Arratzu,0.0
2010,EU_COV_RESI,,,,PD,,,Arratzu,PLAZA,Arratzu,0.0
2018,EU_COV_RESI,,,,PD,,,Arratzu,PLAZA,Arratzu,0.0
2019,EU_COV_RESI,,,,PD,,,Arratzu,PLAZA,Arratzu,0.0
2017,EU_COV_RESI,,,,PD,,,Arratzu,PLAZA,Arratzu,0.0
2017,EU_COV_RESI,,,,PD,,,Arratzua-Ubarrundia,PLAZA,Arratzua-Ubarrundia,0.0
2016,EU_COV_RESI,,,,PD,,,Arratzua-Ubarrundia,PLAZA,Arratzua-Ubarrundia,0.0
2014,EU_COV_RESI,,,,PD,,,Arratzua-Ubarrundia,PLAZA,Arratzua-Ubarrundia,0.0
2018,EU_COV_RESI,,,,PD,,,Arratzua-Ubarrundia,PLAZA,Arratzua-Ubarrundia,0.0
2011,EU_COV_RESI,,,,PD,,,Arratzua-Ubarrundia,PLAZA,Arratzua-Ubarrundia,0.0
2015,EU_COV_RESI,,,,PD,,,Arratzua-Ubarrundia,PLAZA,Arratzua-Ubarrundia,0.0
2019,EU_COV_RESI,,,,PD,,,Arratzua-Ubarrundia,PLAZA,Arratzua-Ubarrundia,0.0
2013,EU_COV_RESI,,,,PD,,,Arratzua-Ubarrundia,PLAZA,Arratzua-Ubarrundia,0.0
2010,EU_COV_RESI,,,,PD,,,Arratzua-Ubarrundia,PLAZA,Arratzua-Ubarrundia,0.0
2019,EU_COV_RESI,,,,PD,,,Arrieta,PLAZA,Arrieta,0.0
2011,EU_COV_RESI,,,,PD,,,Arrieta,PLAZA,Arrieta,0.0
2014,EU_COV_RESI,,,,PD,,,Arrieta,PLAZA,Arrieta,0.0
2015,EU_COV_RESI,,,,PD,,,Arrieta,PLAZA,Arrieta,0.0
2016,EU_COV_RESI,,,,PD,,,Arrieta,PLAZA,Arrieta,0.0
2018,EU_COV_RESI,,,,PD,,,Arrieta,PLAZA,Arrieta,0.0
2013,EU_COV_RESI,,,,PD,,,Arrieta,PLAZA,Arrieta,0.0
2010,EU_COV_RESI,,,,PD,,,Arrieta,PLAZA,Arrieta,0.0
2017,EU_COV_RESI,,,,PD,,,Arrieta,PLAZA,Arrieta,0.0
2018,EU_COV_RESI,,,,PD,,,Arrigorriaga,PLAZA,Arrigorriaga,0.0
2010,EU_COV_RESI,,,,PD,,,Arrigorriaga,PLAZA,Arrigorriaga,0.0
2015,EU_COV_RESI,,,,PD,,,Arrigorriaga,PLAZA,Arrigorriaga,0.0
2014,EU_COV_RESI,,,,PD,,,Arrigorriaga,PLAZA,Arrigorriaga,0.0
2017,EU_COV_RESI,,,,PD,,,Arrigorriaga,PLAZA,Arrigorriaga,0.0
2011,EU_COV_RESI,,,,PD,,,Arrigorriaga,PLAZA,Arrigorriaga,0.0
2013,EU_COV_RESI,,,,PD,,,Arrigorriaga,PLAZA,Arrigorriaga,0.0
2019,EU_COV_RESI,,,,PD,,,Arrigorriaga,PLAZA,Arrigorriaga,0.0
2016,EU_COV_RESI,,,,PD,,,Arrigorriaga,PLAZA,Arrigorriaga,0.0
2019,EU_COV_RESI,,,,PD,,,Artea,PLAZA,Artea,0.0
2016,EU_COV_RESI,,,,PD,,,Artea,PLAZA,Artea,0.0
2011,EU_COV_RESI,,,,PD,,,Artea,PLAZA,Artea,0.0
2014,EU_COV_RESI,,,,PD,,,Artea,PLAZA,Artea,0.0
2013,EU_COV_RESI,,,,PD,,,Artea,PLAZA,Artea,0.0
2015,EU_COV_RESI,,,,PD,,,Artea,PLAZA,Artea,0.0
2017,EU_COV_RESI,,,,PD,,,Artea,PLAZA,Artea,0.0
2010,EU_COV_RESI,,,,PD,,,Artea,PLAZA,Artea,0.0
2018,EU_COV_RESI,,,,PD,,,Artea,PLAZA,Artea,0.0
2017,EU_COV_RESI,,,,PD,,,Artzentales,PLAZA,Artzentales,35.3
2011,EU_COV_RESI,,,,PD,,,Artzentales,PLAZA,Artzentales,33.2
2018,EU_COV_RESI,,,,PD,,,Artzentales,PLAZA,Artzentales,36.1
2010,EU_COV_RESI,,,,PD,,,Artzentales,PLAZA,Artzentales,0.0
2016,EU_COV_RESI,,,,PD,,,Artzentales,PLAZA,Artzentales,35.0
2013,EU_COV_RESI,,,,PD,,,Artzentales,PLAZA,Artzentales,35.1
2014,EU_COV_RESI,,,,PD,,,Artzentales,PLAZA,Artzentales,34.8
2015,EU_COV_RESI,,,,PD,,,Artzentales,PLAZA,Artzentales,34.2
2019,EU_COV_RESI,,,,PD,,,Artzentales,PLAZA,Artzentales,37.3
2016,EU_COV_RESI,,,,PD,,,Artziniega,PLAZA,Artziniega,0.0
2014,EU_COV_RESI,,,,PD,,,Artziniega,PLAZA,Artziniega,0.0
2011,EU_COV_RESI,,,,PD,,,Artziniega,PLAZA,Artziniega,0.0
2013,EU_COV_RESI,,,,PD,,,Artziniega,PLAZA,Artziniega,0.0
2018,EU_COV_RESI,,,,PD,,,Artziniega,PLAZA,Artziniega,0.0
2017,EU_COV_RESI,,,,PD,,,Artziniega,PLAZA,Artziniega,0.0
2015,EU_COV_RESI,,,,PD,,,Artziniega,PLAZA,Artziniega,0.0
2019,EU_COV_RESI,,,,PD,,,Artziniega,PLAZA,Artziniega,0.0
2010,EU_COV_RESI,,,,PD,,,Artziniega,PLAZA,Artziniega,0.0
2017,EU_COV_RESI,,,,PD,,,Asparrena,PLAZA,Asparrena,0.0
2016,EU_COV_RESI,,,,PD,,,Asparrena,PLAZA,Asparrena,0.0
2010,EU_COV_RESI,,,,PD,,,Asparrena,PLAZA,Asparrena,0.0
2019,EU_COV_RESI,,,,PD,,,Asparrena,PLAZA,Asparrena,0.0
2014,EU_COV_RESI,,,,PD,,,Asparrena,PLAZA,Asparrena,0.0
2018,EU_COV_RESI,,,,PD,,,Asparrena,PLAZA,Asparrena,0.0
2015,EU_COV_RESI,,,,PD,,,Asparrena,PLAZA,Asparrena,0.0
2013,EU_COV_RESI,,,,PD,,,Asparrena,PLAZA,Asparrena,0.0
2011,EU_COV_RESI,,,,PD,,,Asparrena,PLAZA,Asparrena,0.0
2015,EU_COV_RESI,,,,PD,,,Asteasu,PLAZA,Asteasu,0.0
2013,EU_COV_RESI,,,,PD,,,Asteasu,PLAZA,Asteasu,0.0
2018,EU_COV_RESI,,,,PD,,,Asteasu,PLAZA,Asteasu,0.0
2010,EU_COV_RESI,,,,PD,,,Asteasu,PLAZA,Asteasu,0.0
2016,EU_COV_RESI,,,,PD,,,Asteasu,PLAZA,Asteasu,0.0
2019,EU_COV_RESI,,,,PD,,,Asteasu,PLAZA,Asteasu,0.0
2011,EU_COV_RESI,,,,PD,,,Asteasu,PLAZA,Asteasu,0.0
2014,EU_COV_RESI,,,,PD,,,Asteasu,PLAZA,Asteasu,0.0
2017,EU_COV_RESI,,,,PD,,,Asteasu,PLAZA,Asteasu,0.0
2019,EU_COV_RESI,,,,PD,,,Astigarraga,PLAZA,Astigarraga,0.9
2014,EU_COV_RESI,,,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2011,EU_COV_RESI,,,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2016,EU_COV_RESI,,,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2017,EU_COV_RESI,,,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2010,EU_COV_RESI,,,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2015,EU_COV_RESI,,,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2013,EU_COV_RESI,,,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2018,EU_COV_RESI,,,,PD,,,Astigarraga,PLAZA,Astigarraga,0.0
2011,EU_COV_RESI,,,,PD,,,Ataun,PLAZA,Ataun,0.0
2010,EU_COV_RESI,,,,PD,,,Ataun,PLAZA,Ataun,0.0
2019,EU_COV_RESI,,,,PD,,,Ataun,PLAZA,Ataun,0.0
2013,EU_COV_RESI,,,,PD,,,Ataun,PLAZA,Ataun,0.0
2017,EU_COV_RESI,,,,PD,,,Ataun,PLAZA,Ataun,0.0
2015,EU_COV_RESI,,,,PD,,,Ataun,PLAZA,Ataun,0.0
2016,EU_COV_RESI,,,,PD,,,Ataun,PLAZA,Ataun,0.0
2018,EU_COV_RESI,,,,PD,,,Ataun,PLAZA,Ataun,0.0
2014,EU_COV_RESI,,,,PD,,,Ataun,PLAZA,Ataun,0.0
2010,EU_COV_RESI,,,,PD,,,Atxondo,PLAZA,Atxondo,0.0
2013,EU_COV_RESI,,,,PD,,,Atxondo,PLAZA,Atxondo,0.0
2011,EU_COV_RESI,,,,PD,,,Atxondo,PLAZA,Atxondo,0.0
2018,EU_COV_RESI,,,,PD,,,Atxondo,PLAZA,Atxondo,0.0
2015,EU_COV_RESI,,,,PD,,,Atxondo,PLAZA,Atxondo,0.0
2019,EU_COV_RESI,,,,PD,,,Atxondo,PLAZA,Atxondo,0.0
2017,EU_COV_RESI,,,,PD,,,Atxondo,PLAZA,Atxondo,0.0
2016,EU_COV_RESI,,,,PD,,,Atxondo,PLAZA,Atxondo,0.0
2014,EU_COV_RESI,,,,PD,,,Atxondo,PLAZA,Atxondo,0.0
2016,EU_COV_RESI,,,,PD,,,Aulesti,PLAZA,Aulesti,0.0
2010,EU_COV_RESI,,,,PD,,,Aulesti,PLAZA,Aulesti,0.0
2017,EU_COV_RESI,,,,PD,,,Aulesti,PLAZA,Aulesti,0.0
2018,EU_COV_RESI,,,,PD,,,Aulesti,PLAZA,Aulesti,0.0
2013,EU_COV_RESI,,,,PD,,,Aulesti,PLAZA,Aulesti,0.0
2011,EU_COV_RESI,,,,PD,,,Aulesti,PLAZA,Aulesti,0.0
2019,EU_COV_RESI,,,,PD,,,Aulesti,PLAZA,Aulesti,0.0
2014,EU_COV_RESI,,,,PD,,,Aulesti,PLAZA,Aulesti,0.0
2015,EU_COV_RESI,,,,PD,,,Aulesti,PLAZA,Aulesti,0.0
2010,EU_COV_RESI,,,,PD,,,Ayala/Aiara,PLAZA,Ayala/Aiara,21.2
2014,EU_COV_RESI,,,,PD,,,Ayala/Aiara,PLAZA,Ayala/Aiara,20.9
2016,EU_COV_RESI,,,,PD,,,Ayala/Aiara,PLAZA,Ayala/Aiara,20.8
2019,EU_COV_RESI,,,,PD,,,Ayala/Aiara,PLAZA,Ayala/Aiara,20.7
2015,EU_COV_RESI,,,,PD,,,Ayala/Aiara,PLAZA,Ayala/Aiara,20.8
2018,EU_COV_RESI,,,,PD,,,Ayala/Aiara,PLAZA,Ayala/Aiara,20.7
2011,EU_COV_RESI,,,,PD,,,Ayala/Aiara,PLAZA,Ayala/Aiara,20.9
2017,EU_COV_RESI,,,,PD,,,Ayala/Aiara,PLAZA,Ayala/Aiara,20.7
2013,EU_COV_RESI,,,,PD,,,Ayala/Aiara,PLAZA,Ayala/Aiara,20.9
2015,EU_COV_RESI,,,,PD,,,Azkoitia,PLAZA,Azkoitia,0.0
2019,EU_COV_RESI,,,,PD,,,Azkoitia,PLAZA,Azkoitia,0.0
2014,EU_COV_RESI,,,,PD,,,Azkoitia,PLAZA,Azkoitia,0.0
2017,EU_COV_RESI,,,,PD,,,Azkoitia,PLAZA,Azkoitia,0.0
2016,EU_COV_RESI,,,,PD,,,Azkoitia,PLAZA,Azkoitia,0.0
2013,EU_COV_RESI,,,,PD,,,Azkoitia,PLAZA,Azkoitia,0.0
2011,EU_COV_RESI,,,,PD,,,Azkoitia,PLAZA,Azkoitia,0.0
2018,EU_COV_RESI,,,,PD,,,Azkoitia,PLAZA,Azkoitia,0.0
2010,EU_COV_RESI,,,,PD,,,Azkoitia,PLAZA,Azkoitia,0.0
2014,EU_COV_RESI,,,,PD,,,Azpeitia,PLAZA,Azpeitia,1.1
2019,EU_COV_RESI,,,,PD,,,Azpeitia,PLAZA,Azpeitia,0.0
2016,EU_COV_RESI,,,,PD,,,Azpeitia,PLAZA,Azpeitia,0.0
2011,EU_COV_RESI,,,,PD,,,Azpeitia,PLAZA,Azpeitia,0.8
2015,EU_COV_RESI,,,,PD,,,Azpeitia,PLAZA,Azpeitia,0.0
2018,EU_COV_RESI,,,,PD,,,Azpeitia,PLAZA,Azpeitia,0.0
2010,EU_COV_RESI,,,,PD,,,Azpeitia,PLAZA,Azpeitia,0.8
2017,EU_COV_RESI,,,,PD,,,Azpeitia,PLAZA,Azpeitia,0.0
2013,EU_COV_RESI,,,,PD,,,Azpeitia,PLAZA,Azpeitia,1.1
2016,EU_COV_RESI,,,,PD,,,Bakio,PLAZA,Bakio,0.0
2018,EU_COV_RESI,,,,PD,,,Bakio,PLAZA,Bakio,0.0
2013,EU_COV_RESI,,,,PD,,,Bakio,PLAZA,Bakio,0.0
2010,EU_COV_RESI,,,,PD,,,Bakio,PLAZA,Bakio,0.0
2014,EU_COV_RESI,,,,PD,,,Bakio,PLAZA,Bakio,0.0
2011,EU_COV_RESI,,,,PD,,,Bakio,PLAZA,Bakio,0.0
2015,EU_COV_RESI,,,,PD,,,Bakio,PLAZA,Bakio,0.0
2019,EU_COV_RESI,,,,PD,,,Bakio,PLAZA,Bakio,0.0
2017,EU_COV_RESI,,,,PD,,,Bakio,PLAZA,Bakio,0.0
2015,EU_COV_RESI,,,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2018,EU_COV_RESI,,,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2010,EU_COV_RESI,,,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2011,EU_COV_RESI,,,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2019,EU_COV_RESI,,,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2016,EU_COV_RESI,,,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2017,EU_COV_RESI,,,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2013,EU_COV_RESI,,,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2014,EU_COV_RESI,,,,PD,,,Baliarrain,PLAZA,Baliarrain,0.0
2010,EU_COV_RESI,,,,PD,,,Balmaseda,PLAZA,Balmaseda,0.0
2019,EU_COV_RESI,,,,PD,,,Balmaseda,PLAZA,Balmaseda,0.0
2015,EU_COV_RESI,,,,PD,,,Balmaseda,PLAZA,Balmaseda,0.0
2018,EU_COV_RESI,,,,PD,,,Balmaseda,PLAZA,Balmaseda,0.0
2013,EU_COV_RESI,,,,PD,,,Balmaseda,PLAZA,Balmaseda,0.0
2016,EU_COV_RESI,,,,PD,,,Balmaseda,PLAZA,Balmaseda,0.0
2014,EU_COV_RESI,,,,PD,,,Balmaseda,PLAZA,Balmaseda,0.0
2011,EU_COV_RESI,,,,PD,,,Balmaseda,PLAZA,Balmaseda,0.1
2017,EU_COV_RESI,,,,PD,,,Balmaseda,PLAZA,Balmaseda,0.0
2019,EU_COV_RESI,,,,PD,,,Baños de Ebro/Mañueta,PLAZA,Baños de Ebro/Mañueta,0.0
2013,EU_COV_RESI,,,,PD,,,Baños de Ebro/Mañueta,PLAZA,Baños de Ebro/Mañueta,0.0
2011,EU_COV_RESI,,,,PD,,,Baños de Ebro/Mañueta,PLAZA,Baños de Ebro/Mañueta,0.0
2018,EU_COV_RESI,,,,PD,,,Baños de Ebro/Mañueta,PLAZA,Baños de Ebro/Mañueta,0.0
2016,EU_COV_RESI,,,,PD,,,Baños de Ebro/Mañueta,PLAZA,Baños de Ebro/Mañueta,0.0
2017,EU_COV_RESI,,,,PD,,,Baños de Ebro/Mañueta,PLAZA,Baños de Ebro/Mañueta,0.0
2014,EU_COV_RESI,,,,PD,,,Baños de Ebro/Mañueta,PLAZA,Baños de Ebro/Mañueta,0.0
2010,EU_COV_RESI,,,,PD,,,Baños de Ebro/Mañueta,PLAZA,Baños de Ebro/Mañueta,0.0
2015,EU_COV_RESI,,,,PD,,,Baños de Ebro/Mañueta,PLAZA,Baños de Ebro/Mañueta,0.0
2019,EU_COV_RESI,,,,PD,,,Barakaldo,PLAZA,Barakaldo,0.7
2018,EU_COV_RESI,,,,PD,,,Barakaldo,PLAZA,Barakaldo,0.7
2010,EU_COV_RESI,,,,PD,,,Barakaldo,PLAZA,Barakaldo,0.9
2016,EU_COV_RESI,,,,PD,,,Barakaldo,PLAZA,Barakaldo,0.7
2014,EU_COV_RESI,,,,PD,,,Barakaldo,PLAZA,Barakaldo,0.6
2015,EU_COV_RESI,,,,PD,,,Barakaldo,PLAZA,Barakaldo,0.7
2017,EU_COV_RESI,,,,PD,,,Barakaldo,PLAZA,Barakaldo,0.7
2013,EU_COV_RESI,,,,PD,,,Barakaldo,PLAZA,Barakaldo,0.6
2011,EU_COV_RESI,,,,PD,,,Barakaldo,PLAZA,Barakaldo,0.6
2018,EU_COV_RESI,,,,PD,,,Barrika,PLAZA,Barrika,0.0
2010,EU_COV_RESI,,,,PD,,,Barrika,PLAZA,Barrika,0.0
2015,EU_COV_RESI,,,,PD,,,Barrika,PLAZA,Barrika,0.0
2013,EU_COV_RESI,,,,PD,,,Barrika,PLAZA,Barrika,0.0
2016,EU_COV_RESI,,,,PD,,,Barrika,PLAZA,Barrika,0.0
2011,EU_COV_RESI,,,,PD,,,Barrika,PLAZA,Barrika,0.0
2017,EU_COV_RESI,,,,PD,,,Barrika,PLAZA,Barrika,0.0
2019,EU_COV_RESI,,,,PD,,,Barrika,PLAZA,Barrika,0.0
2014,EU_COV_RESI,,,,PD,,,Barrika,PLAZA,Barrika,0.0
2015,EU_COV_RESI,,,,PD,,,Barrundia,PLAZA,Barrundia,0.0
2014,EU_COV_RESI,,,,PD,,,Barrundia,PLAZA,Barrundia,0.0
2016,EU_COV_RESI,,,,PD,,,Barrundia,PLAZA,Barrundia,0.0
2019,EU_COV_RESI,,,,PD,,,Barrundia,PLAZA,Barrundia,0.0
2017,EU_COV_RESI,,,,PD,,,Barrundia,PLAZA,Barrundia,0.0
2018,EU_COV_RESI,,,,PD,,,Barrundia,PLAZA,Barrundia,0.0
2010,EU_COV_RESI,,,,PD,,,Barrundia,PLAZA,Barrundia,0.0
2011,EU_COV_RESI,,,,PD,,,Barrundia,PLAZA,Barrundia,0.0
2013,EU_COV_RESI,,,,PD,,,Barrundia,PLAZA,Barrundia,0.0
2014,EU_COV_RESI,,,,PD,,,Basauri,PLAZA,Basauri,1.1
2019,EU_COV_RESI,,,,PD,,,Basauri,PLAZA,Basauri,1.1
2018,EU_COV_RESI,,,,PD,,,Basauri,PLAZA,Basauri,1.1
2015,EU_COV_RESI,,,,PD,,,Basauri,PLAZA,Basauri,1.1
2010,EU_COV_RESI,,,,PD,,,Basauri,PLAZA,Basauri,1.1
2013,EU_COV_RESI,,,,PD,,,Basauri,PLAZA,Basauri,1.1
2017,EU_COV_RESI,,,,PD,,,Basauri,PLAZA,Basauri,1.1
2011,EU_COV_RESI,,,,PD,,,Basauri,PLAZA,Basauri,1.1
2016,EU_COV_RESI,,,,PD,,,Basauri,PLAZA,Basauri,1.1
2019,EU_COV_RESI,,,,PD,,,Beasain,PLAZA,Beasain,0.7
2018,EU_COV_RESI,,,,PD,,,Beasain,PLAZA,Beasain,0.7
2015,EU_COV_RESI,,,,PD,,,Beasain,PLAZA,Beasain,0.0
2014,EU_COV_RESI,,,,PD,,,Beasain,PLAZA,Beasain,0.6
2013,EU_COV_RESI,,,,PD,,,Beasain,PLAZA,Beasain,0.6
2010,EU_COV_RESI,,,,PD,,,Beasain,PLAZA,Beasain,0.0
2016,EU_COV_RESI,,,,PD,,,Beasain,PLAZA,Beasain,0.0
2011,EU_COV_RESI,,,,PD,,,Beasain,PLAZA,Beasain,0.0
2017,EU_COV_RESI,,,,PD,,,Beasain,PLAZA,Beasain,0.0
2017,EU_COV_RESI,,,,PD,,,Bedia,PLAZA,Bedia,0.0
2011,EU_COV_RESI,,,,PD,,,Bedia,PLAZA,Bedia,0.0
2019,EU_COV_RESI,,,,PD,,,Bedia,PLAZA,Bedia,0.0
2014,EU_COV_RESI,,,,PD,,,Bedia,PLAZA,Bedia,0.0
2018,EU_COV_RESI,,,,PD,,,Bedia,PLAZA,Bedia,0.0
2010,EU_COV_RESI,,,,PD,,,Bedia,PLAZA,Bedia,0.0
2015,EU_COV_RESI,,,,PD,,,Bedia,PLAZA,Bedia,0.0
2013,EU_COV_RESI,,,,PD,,,Bedia,PLAZA,Bedia,0.0
2016,EU_COV_RESI,,,,PD,,,Bedia,PLAZA,Bedia,0.0
2015,EU_COV_RESI,,,,PD,,,Beizama,PLAZA,Beizama,0.0
2014,EU_COV_RESI,,,,PD,,,Beizama,PLAZA,Beizama,0.0
2017,EU_COV_RESI,,,,PD,,,Beizama,PLAZA,Beizama,0.0
2013,EU_COV_RESI,,,,PD,,,Beizama,PLAZA,Beizama,0.0
2016,EU_COV_RESI,,,,PD,,,Beizama,PLAZA,Beizama,0.0
2010,EU_COV_RESI,,,,PD,,,Beizama,PLAZA,Beizama,0.0
2018,EU_COV_RESI,,,,PD,,,Beizama,PLAZA,Beizama,0.0
2019,EU_COV_RESI,,,,PD,,,Beizama,PLAZA,Beizama,0.0
2011,EU_COV_RESI,,,,PD,,,Beizama,PLAZA,Beizama,0.0
2011,EU_COV_RESI,,,,PD,,,Belauntza,PLAZA,Belauntza,0.0
2017,EU_COV_RESI,,,,PD,,,Belauntza,PLAZA,Belauntza,0.0
2016,EU_COV_RESI,,,,PD,,,Belauntza,PLAZA,Belauntza,0.0
2015,EU_COV_RESI,,,,PD,,,Belauntza,PLAZA,Belauntza,0.0
2013,EU_COV_RESI,,,,PD,,,Belauntza,PLAZA,Belauntza,0.0
2019,EU_COV_RESI,,,,PD,,,Belauntza,PLAZA,Belauntza,0.0
2014,EU_COV_RESI,,,,PD,,,Belauntza,PLAZA,Belauntza,0.0
2018,EU_COV_RESI,,,,PD,,,Belauntza,PLAZA,Belauntza,0.0
2010,EU_COV_RESI,,,,PD,,,Belauntza,PLAZA,Belauntza,0.0
2017,EU_COV_RESI,,,,PD,,,Berango,PLAZA,Berango,0.0
2016,EU_COV_RESI,,,,PD,,,Berango,PLAZA,Berango,0.0
2013,EU_COV_RESI,,,,PD,,,Berango,PLAZA,Berango,0.0
2010,EU_COV_RESI,,,,PD,,,Berango,PLAZA,Berango,0.0
2014,EU_COV_RESI,,,,PD,,,Berango,PLAZA,Berango,0.0
2018,EU_COV_RESI,,,,PD,,,Berango,PLAZA,Berango,0.0
2011,EU_COV_RESI,,,,PD,,,Berango,PLAZA,Berango,0.0
2019,EU_COV_RESI,,,,PD,,,Berango,PLAZA,Berango,0.0
2015,EU_COV_RESI,,,,PD,,,Berango,PLAZA,Berango,0.0
2019,EU_COV_RESI,,,,PD,,,Berantevilla,PLAZA,Berantevilla,0.0
2015,EU_COV_RESI,,,,PD,,,Berantevilla,PLAZA,Berantevilla,0.0
2011,EU_COV_RESI,,,,PD,,,Berantevilla,PLAZA,Berantevilla,0.0
2016,EU_COV_RESI,,,,PD,,,Berantevilla,PLAZA,Berantevilla,0.0
2017,EU_COV_RESI,,,,PD,,,Berantevilla,PLAZA,Berantevilla,0.0
2014,EU_COV_RESI,,,,PD,,,Berantevilla,PLAZA,Berantevilla,0.0
2013,EU_COV_RESI,,,,PD,,,Berantevilla,PLAZA,Berantevilla,0.0
2018,EU_COV_RESI,,,,PD,,,Berantevilla,PLAZA,Berantevilla,0.0
2010,EU_COV_RESI,,,,PD,,,Berantevilla,PLAZA,Berantevilla,0.0
2018,EU_COV_RESI,,,,PD,,,Berastegi,PLAZA,Berastegi,0.0
2019,EU_COV_RESI,,,,PD,,,Berastegi,PLAZA,Berastegi,0.0
2010,EU_COV_RESI,,,,PD,,,Berastegi,PLAZA,Berastegi,0.0
2014,EU_COV_RESI,,,,PD,,,Berastegi,PLAZA,Berastegi,0.0
2017,EU_COV_RESI,,,,PD,,,Berastegi,PLAZA,Berastegi,0.0
2015,EU_COV_RESI,,,,PD,,,Berastegi,PLAZA,Berastegi,0.0
2011,EU_COV_RESI,,,,PD,,,Berastegi,PLAZA,Berastegi,0.0
2016,EU_COV_RESI,,,,PD,,,Berastegi,PLAZA,Berastegi,0.0
2013,EU_COV_RESI,,,,PD,,,Berastegi,PLAZA,Berastegi,0.0
2010,EU_COV_RESI,,,,PD,,,Bergara,PLAZA,Bergara,0.7
2013,EU_COV_RESI,,,,PD,,,Bergara,PLAZA,Bergara,0.7
2014,EU_COV_RESI,,,,PD,,,Bergara,PLAZA,Bergara,0.7
2016,EU_COV_RESI,,,,PD,,,Bergara,PLAZA,Bergara,0.7
2018,EU_COV_RESI,,,,PD,,,Bergara,PLAZA,Bergara,0.7
2015,EU_COV_RESI,,,,PD,,,Bergara,PLAZA,Bergara,0.7
2019,EU_COV_RESI,,,,PD,,,Bergara,PLAZA,Bergara,0.7
2011,EU_COV_RESI,,,,PD,,,Bergara,PLAZA,Bergara,0.7
2017,EU_COV_RESI,,,,PD,,,Bergara,PLAZA,Bergara,0.7
2016,EU_COV_RESI,,,,PD,,,Bermeo,PLAZA,Bermeo,0.0
2013,EU_COV_RESI,,,,PD,,,Bermeo,PLAZA,Bermeo,0.0
2017,EU_COV_RESI,,,,PD,,,Bermeo,PLAZA,Bermeo,0.0
2011,EU_COV_RESI,,,,PD,,,Bermeo,PLAZA,Bermeo,0.0
2015,EU_COV_RESI,,,,PD,,,Bermeo,PLAZA,Bermeo,0.0
2014,EU_COV_RESI,,,,PD,,,Bermeo,PLAZA,Bermeo,0.0
2019,EU_COV_RESI,,,,PD,,,Bermeo,PLAZA,Bermeo,0.0
2010,EU_COV_RESI,,,,PD,,,Bermeo,PLAZA,Bermeo,0.0
2018,EU_COV_RESI,,,,PD,,,Bermeo,PLAZA,Bermeo,0.0
2017,EU_COV_RESI,,,,PD,,,Bernedo,PLAZA,Bernedo,0.0
2011,EU_COV_RESI,,,,PD,,,Bernedo,PLAZA,Bernedo,0.0
2010,EU_COV_RESI,,,,PD,,,Bernedo,PLAZA,Bernedo,0.0
2014,EU_COV_RESI,,,,PD,,,Bernedo,PLAZA,Bernedo,0.0
2015,EU_COV_RESI,,,,PD,,,Bernedo,PLAZA,Bernedo,0.0
2016,EU_COV_RESI,,,,PD,,,Bernedo,PLAZA,Bernedo,0.0
2018,EU_COV_RESI,,,,PD,,,Bernedo,PLAZA,Bernedo,0.0
2013,EU_COV_RESI,,,,PD,,,Bernedo,PLAZA,Bernedo,0.0
2019,EU_COV_RESI,,,,PD,,,Bernedo,PLAZA,Bernedo,0.0
2016,EU_COV_RESI,,,,PD,,,Berriatua,PLAZA,Berriatua,0.0
2013,EU_COV_RESI,,,,PD,,,Berriatua,PLAZA,Berriatua,0.0
